date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2019-11-14,1.2,-2.6,4.8,0,0,117,9,36.4,1003.6,349
2019-11-15,3.8,0.6,6.7,0.2,0,49,8.3,35.6,999.7,1
2019-11-16,4.7,1.6,6.8,0.1,0,189,6.5,19.4,1008.8,3
2019-11-17,4.4,2.3,5.9,0,0,49,9.4,32.8,1005,0
2019-11-18,4.1,1.4,7.9,0,0,235,15.1,54,1009.8,375
2019-11-19,2.1,-2.3,5.2,0,0,107,4,15.1,1017.2,134
2019-11-20,3.3,2.5,4.1,0,0,66,7.2,23.4,1015.1,0
2019-11-21,3.6,2.9,5,0,0,200,5.8,17.3,1009.9,0
2019-11-22,3.1,1.8,4.4,0,0,126,9.4,24.8,1008.2,0
2019-11-23,6.2,0.5,11.9,0,0,95,9,35.6,999.8,158
2019-11-24,3.5,-0.7,8.7,0,0,31,4.3,13,1006,96
2019-11-25,2.6,-0.8,3.9,0.2,0,324,4.3,15.8,1010.8,0
2019-11-26,5.5,2.8,9.4,0,0,161,6.1,18,1008.8,89
2019-11-27,6.8,3.7,10.9,1,0,190,11.5,40,999.7,64
2019-11-28,8.8,7,11.1,0.4,0,242,24.8,52.9,1000.1,118
2019-11-29,5.5,0.5,8.7,7.2,0,269,17.6,45.7,1009.4,59
2019-11-30,1.8,-1.1,5.2,0,0,244,8.6,24.5,1022.6,43
2019-12-01,0.1,-1.2,1.2,0,0,84,8.6,25.6,1017.5,0
2019-12-02,0.4,-0.3,1.6,0,0,303,7.9,22.3,1024.1,7
2019-12-03,-0.2,-3.9,4.8,0,0,142,6.1,16.2,1028.5,359
2019-12-04,-2.3,-5.5,2.6,0,0,72,7.6,20.2,1023.1,442
2019-12-05,-2.3,-6,-1.3,0,10,250,6.5,16.6,1023.6,0
2019-12-06,1.3,-3.7,8.6,1.2,0,220,7.6,34.2,1019.3,396
2019-12-07,7.2,3.7,9.9,0.2,0,256,20.2,45.7,1016.4,124
2019-12-08,7,1.6,9.9,3.2,0,234,18.7,51.5,1011.7,296
2019-12-09,6.1,3.4,9.7,1.4,0,257,22.7,68.4,1006.4,271
2019-12-10,1,-4.3,4.2,0,0,273,10.4,41.8,1024.9,207
2019-12-11,-1.5,-6.6,2.6,0.7,0,171,8.3,34.6,1014.6,66
2019-12-12,1.2,-2.5,3.3,0.1,0,222,10.8,25.9,1004.2,0
2019-12-13,1.5,-1.6,4.6,4.4,0,197,20.9,60.5,986.8,53
2019-12-14,6.1,2.1,9,2.8,0,251,28.4,78.8,997.9,190
2019-12-15,8.7,3.5,14.4,1.4,0,216,17.6,59.4,1007,273
2019-12-16,2.7,-1.2,7.2,0,0,128,5.4,16.9,1011,193
2019-12-17,1.1,-2.1,5.5,0,0,126,3.6,13.3,1009.9,0
2019-12-18,5.7,-0.2,14.7,0,0,164,5,12.6,1018,260
2019-12-19,1.6,-3.2,8.4,0,0,38,4,13.3,1014.4,271
2019-12-20,1,-3.9,6.4,3.9,0,306,5.8,27.7,997.5,93
2019-12-21,3,-1.1,6.8,0,0,180,7.6,34.6,995.4,0
2019-12-22,4.3,-0.2,8.3,1,0,209,14,43.6,991.4,0
2019-12-23,5.1,4,6.9,2.1,0,267,22,43.2,1008.7,18
2019-12-24,4.7,1,6.1,4.8,0,241,15.8,41,1015.9,83
2019-12-25,5.2,2.1,7.2,5,0,271,21.2,47.9,1018.5,14
2019-12-26,1.8,-0.4,5.4,1.3,0,156,5.8,33.8,1025.2,93
2019-12-27,3.1,1.1,4.7,3.1,0,68,6.8,23,1026.6,0
2019-12-28,-0.2,-4,1.7,0,0,73,7.6,18,1039.2,256
2019-12-29,-2.6,-6.1,1.5,0,0,90,6.5,20.9,1039.5,435
2019-12-30,-2.4,-6.6,4.4,0,0,82,3.2,9,1035.4,434
2019-12-31,0.9,-3.6,6.2,0,0,153,5.8,16.2,1033.2,410
2020-01-01,0.4,-5.6,4.7,0,0,88,6.8,24.5,1033.5,421
2020-01-02,-2.3,-5.8,-1.2,0,0,255,5.4,15.5,1030.8,0
2020-01-03,1.8,-3.2,6.4,1,0,219,11.2,40.7,1026.3,232
2020-01-04,4,2.7,6.3,0.9,0,276,19.4,38.9,1029.3,0
2020-01-05,2.4,-3.3,4.6,0,0,275,9.7,40.7,1035.1,10
2020-01-06,-1.9,-5.4,4.5,0,0,215,3.6,11.5,1030.1,442
2020-01-07,0.7,-5.5,4.4,0.1,0,177,7.2,28.4,1029.5,0
2020-01-08,2.1,-2.5,6.2,0,0,170,7.2,16.6,1029.7,0
2020-01-09,5.6,1.2,12.3,0,0,182,8.3,22,1021.6,383
2020-01-10,6.1,0.6,10.7,0.3,0,226,14.8,40.3,1021.4,237
2020-01-11,2.3,-4.1,6.2,0,0,315,7.2,28.8,1032.5,158
2020-01-12,-1.7,-5.5,2.1,0,0,222,5.8,18,1029.1,0
2020-01-13,1.9,-2.3,5.6,0,0,163,7.2,15.5,1023.2,20
2020-01-14,3.4,-2.6,10.7,0,0,180,9.4,24.8,1018.4,370
2020-01-15,3.7,-2.7,11.3,0,0,192,9.4,26.3,1021.3,461
2020-01-16,4.9,-2.8,10.4,0,0,104,7.6,19.8,1027.7,212
2020-01-17,3.1,-4.4,10.7,2.1,0,204,8.6,29.2,1021.6,365
2020-01-18,3,-1.5,5.2,3.2,0,252,9.4,36,1026.3,12
2020-01-19,-0.1,-2.6,3.1,1,0,331,5,17.3,1035.1,80
2020-01-20,-1,-4.9,1.5,0,20,65,6.5,20.5,1044.4,29
2020-01-21,-1.7,-3,-0.6,0,0,114,8.3,21.2,1041.1,2
2020-01-22,-3.1,-4,-1.7,0,0,126,6.1,18,1035.9,0
2020-01-23,-1.9,-3.5,-0.3,0,0,103,10.1,25.6,1031.4,0
2020-01-24,-0.1,-4.5,7.6,0,0,208,7.2,23,1024.9,435
2020-01-25,1,-3.8,7.4,0,0,166,5,10.8,1022.2,155
2020-01-26,1.9,-1.6,8,1.1,0,150,4.3,11.5,1019.6,93
2020-01-27,5.3,1.2,10.2,2,0,182,9.7,33.1,1013.7,251
2020-01-28,4.1,0.7,7.1,3.5,0,242,25.2,84.2,1003.3,44
2020-01-29,2.5,0.8,4.3,0.8,0,264,21.6,53.6,1010.8,6
2020-01-30,5.5,1.7,8.8,1,0,238,15.5,50.4,1014.9,305
2020-01-31,10.8,7.5,14.3,0,0,254,25.2,53.6,1012.6,217
2020-02-01,10.2,5.9,14.7,6.1,0,239,18.7,55.8,1010.7,291
2020-02-02,9.9,7.1,11.8,17.3,0,254,24.1,61.6,1013,0
2020-02-03,6.8,5.9,11.9,17.4,0,273,15.1,54,1015.3,0
2020-02-04,4.4,1.2,13.1,0.9,0,287,28.8,83.9,1011.9,137
2020-02-05,0.9,-4.3,4,0,0,338,16.9,45.4,1030.8,162
2020-02-06,-1.1,-5.1,6.3,0,0,151,5.8,13.3,1032.6,521
2020-02-07,-0.7,-5.8,4.4,0,0,94,8.3,24.5,1028.8,527
2020-02-08,0.2,-5.8,8.3,0,0,131,5,13,1025.6,470
2020-02-09,5.8,-1.8,12.7,0,0,194,16.2,47.2,1018.7,471
2020-02-10,9.4,5.7,13.9,18.7,0,260,44.3,107.6,1003.6,197
2020-02-11,3.9,0.7,7.9,1.3,0,272,32.8,73.1,1009.6,75
2020-02-12,2.9,0.4,5.4,0.2,0,264,24.8,58.7,1018.4,131
2020-02-13,3.9,-2.4,9.5,1.4,0,193,15.8,57.2,1012.6,184
2020-02-14,5.2,0.7,7.7,1.3,0,270,20.9,51.8,1020,9
2020-02-15,3.3,-1.8,10.5,0,0,160,6.1,23.4,1024.6,427
2020-02-16,8.6,1.8,14.8,0,0,176,11.5,32.4,1017.5,100
2020-02-17,9.4,5.9,13.5,3.7,0,252,14,50.8,1017.9,9
2020-02-18,5.2,2,7.9,0,0,254,20.5,59,1026.1,159
2020-02-19,4,-0.1,6.7,0.4,0,258,23.8,64.8,1022,156
2020-02-20,4.2,-0.7,9.9,1.7,0,226,12.6,41.4,1021.5,227
2020-02-21,5,2,7.9,0,0,270,19.8,87.5,1027.1,478
2020-02-22,7.6,-1.2,14.6,4.5,0,234,16.6,49.3,1026.7,488
2020-02-23,10,5.1,14.7,7.7,0,257,29.2,73.1,1020.6,18
2020-02-24,6.8,3,11.3,0.9,0,241,14.8,58.7,1018.9,63
2020-02-25,7.8,4.5,11.3,1.3,0,248,19.8,58,1004,31
2020-02-26,2.6,-0.2,6.2,0.8,0,268,25.6,60.8,1002.1,260
2020-02-27,1.6,-0.1,4.7,6.4,0,233,24.5,93.2,1003.1,86
2020-02-28,2.1,-0.3,5.9,0.6,0,261,21.2,51.8,1016.8,364
2020-02-29,7.6,2.4,13.9,5.9,0,185,13.3,58.7,1003.3,99
2020-03-01,7.4,1.9,12.3,3.6,0,227,19.1,78.8,1000.4,399
2020-03-02,5.4,-0.3,8.5,2.5,0,171,17.3,52.2,993.4,256
2020-03-03,3.3,-2.6,5.9,0.4,0,288,16.6,64.8,1003,38
2020-03-04,2,-2.9,7.1,0,0,224,10.1,34.2,1013.1,119
2020-03-05,3.8,-2.9,7.9,8.8,0,165,13,44.6,1000.4,0
2020-03-06,5.6,3.3,7.5,0.8,0,247,29.5,77,997.7,84
2020-03-07,3.1,-1.9,6.8,0.3,0,276,16.2,46.8,1017.4,46
2020-03-08,3.3,-3.2,9.6,0.6,0,189,9.7,28.8,1019.3,508
2020-03-09,5.1,1.8,8.6,0.9,0,252,14.8,39.2,1015,79
2020-03-10,4.8,1.4,9.3,7.8,0,238,24.5,58.7,1015.4,0
2020-03-11,11.6,7,16,0,0,258,26.3,59.4,1015.9,213
2020-03-12,11.6,6.9,16.7,0.4,0,251,20.5,76.3,1013.5,347
2020-03-13,6.1,-1.6,10.4,0,0,292,18.4,53.6,1019.3,478
2020-03-14,3.2,-2.7,9.2,0,0,84,6.1,23,1021.9,224
2020-03-15,5.2,-1.1,12.6,0,0,141,9.4,30.2,1019.2,653
2020-03-16,7.3,-1.5,17.3,0,0,131,6.5,20.2,1020.5,662
2020-03-17,8.5,1.6,14.7,1.2,0,193,5.8,15.8,1028.7,151
2020-03-18,9.5,1.9,16.9,0,0,99,5.4,19.1,1027.4,652
2020-03-19,9.7,1.1,18,0,0,131,6.8,24.1,1023.1,660
2020-03-20,10.6,1,19.4,8.4,0,143,6.8,46.4,1018.8,561
2020-03-21,3.5,0.2,8.4,10.2,0,54,19.8,45,1020.9,0
2020-03-22,0.9,-2.5,5,0,0,89,22.3,49.3,1028,684
2020-03-23,-0.8,-4.7,3.9,0,0,100,20.9,50.8,1033,688
2020-03-24,-0.1,-4.7,5,0,0,90,18.7,42.1,1030.5,691
2020-03-25,0.6,-5.4,6.2,0,0,84,23.4,59.8,1023.1,692
2020-03-26,2.5,-2.9,8.5,0,0,92,21.6,45.7,1016.8,456
2020-03-27,7.2,-3.3,15.8,0,0,66,11.5,35.6,1013.7,666
2020-03-28,7.4,-1.6,15.1,0,0,41,6.5,25.6,1015.5,689
2020-03-29,4.2,0.3,7.7,1.2,0,,13,39.6,1018.8,92
2020-03-30,0.5,-5.4,5.4,0,0,52,14.4,43.2,1024.6,344
2020-03-31,-0.6,-8.3,6.2,0,0,68,8.3,33.1,1025.8,492
2020-04-01,1.2,-6.4,9.6,0,0,64,6.8,25.6,1019.9,718
2020-04-02,3.4,-6.2,13.3,0,0,137,5.4,33.1,1012.5,721
2020-04-03,4.8,-4,12.3,0,0,152,8.3,29.2,1016,469
2020-04-04,7.1,-1.8,14.2,0,0,104,8.3,29.2,1022.4,622
2020-04-05,9.3,3.1,16.4,0,0,93,15.8,41.8,1022,735
2020-04-06,9.5,-1.7,19.9,0,0,47,6.1,22.3,1022.7,737
2020-04-07,11.1,0.3,20.4,0,0,120,9.4,34.2,1027.4,739
2020-04-08,12,1.3,21.6,0,0,27,5.8,22,1023.5,742
2020-04-09,11.7,1.5,21,0,0,65,6.1,23,1022.3,733
2020-04-10,11.6,1.6,21.6,0,0,67,5.8,24.8,1022.3,718
2020-04-11,11.2,2.5,20.1,0,0,53,5.8,20.5,1022.1,755
2020-04-12,12.5,2.7,22.3,0,0,184,7.2,31.3,1016.1,577
2020-04-13,10.8,1.8,20.2,0,0,23,14.4,50.8,1013.6,516
2020-04-14,2.2,-4.1,7.1,0,0,11,10.1,29.5,1023.7,532
2020-04-15,6,-6.3,16.4,0,0,106,6.5,23,1023.4,697
2020-04-16,11,-1.1,21.8,0,0,2,6.8,25.2,1017.4,770
2020-04-17,15.2,5.4,23.3,0,0,165,7.6,23,1013.9,604
2020-04-18,14.4,6.4,22.8,0.1,0,222,8.3,43.9,1013.6,307
2020-04-19,13.6,6.5,19.6,0,0,85,13.3,45.7,1013.5,719
2020-04-20,11.7,6.5,17.3,0,0,87,25.9,54.7,1012.9,614
2020-04-21,12.8,6.9,20,0,0,90,27.4,58,1012,749
2020-04-22,13,5.5,20.3,0,0,84,19.1,45,1014.9,784
2020-04-23,11.3,0.6,20.2,0,0,65,10.4,29.9,1017.1,788
2020-04-24,12.7,1.9,21,0,0,247,12.6,42.1,1011.4,657
2020-04-25,12,2.9,19,0,0,350,9.7,38.9,1008.7,779
2020-04-26,11.5,1.3,19.4,0.5,0,37,7.2,23.4,1008.8,795
2020-04-27,13.5,6.5,20.1,1.1,0,187,9.7,27.7,1008,391
2020-04-28,13,5.6,18.9,11.3,0,222,10.1,33.1,1005.5,116
2020-04-29,10.2,5.8,13.8,6.6,0,241,14.8,37.8,1008.5,48
2020-04-30,9.8,5.4,15,2.9,0,200,14.8,42.1,1007.4,11
2020-05-01,9.7,5.5,15,0.1,,242,16.2,52.6,1005.7,144
2020-05-02,8.4,3.9,12.4,1.8,,255,16.9,45.7,1010.3,285
2020-05-03,9.3,2.1,15.3,0,,226,6.1,16.9,1017.6,386
2020-05-04,12.1,7,18,1.7,,235,9.4,34.2,1015.5,195
2020-05-05,9.7,4.5,13.8,0,,24,8.6,26.3,1016.6,221
2020-05-06,7.8,1,14.6,0,,52,8.3,32.8,1022.2,720
2020-05-07,10.7,0.2,19.9,0,,140,5.4,24.8,1022.4,825
2020-05-08,15.4,3.9,24.6,0,,175,7.6,30.6,1015.7,679
2020-05-09,17.5,9.3,25.8,0,,155,7.9,34.2,1009.8,359
2020-05-10,16.5,10.8,23.1,0.1,,185,8.3,29.2,1005,352
2020-05-11,10,2,18.2,5.1,,17,15.1,62.6,1001.3,7
2020-05-12,6.3,1.3,12.3,0.2,,49,10.1,29.2,1015.5,652
2020-05-13,7.1,4.9,9.9,6.9,,63,8.6,24.8,1010.2,43
2020-05-14,9.1,6,12.4,0,,57,11.5,34.6,1012.6,2
2020-05-15,9.2,4,12.6,0,,97,11.2,29.9,1015.9,32
2020-05-16,10.1,0.2,17.6,0,,132,7.2,28.8,1020.1,778
2020-05-17,12.1,2.3,20.4,0,,33,6.8,25.2,1020.5,842
2020-05-18,14,3.1,22.8,0,,3,6.1,22,1021.5,852
2020-05-19,17,5.9,24.5,0,,34,8.6,29.2,1018.2,779
2020-05-20,15.3,8.5,21.2,0,,22,7.9,20.5,1018.9,215
2020-05-21,16.1,7.7,23.4,0,,42,6.5,41.4,1020,711
2020-05-22,18.3,7.8,25.6,0.1,,202,7.6,29.5,1020.1,321
2020-05-23,13.6,6.3,21.6,10.2,,249,11.9,59,1022.9,32
2020-05-24,12.7,7.1,18,0,,275,16.9,49.7,1029,539
2020-05-25,13.5,7.4,17.8,0.6,,307,14.8,43.2,1029.7,264
2020-05-26,11.6,4,17.8,0,,35,7.9,25.2,1032.2,512
2020-05-27,13.3,3.3,20.7,0,,68,7.2,32.8,1030.7,822
2020-05-28,12.8,4.5,19.5,7.9,,75,10.8,47.9,1026.7,318
2020-05-29,11.1,4.3,17,0,,75,9.4,41.8,1024.3,362
2020-05-30,11.4,4.9,16.8,0,,65,10.8,27,1019.8,270
2020-05-31,13.5,7.2,18.8,0,,61,10.4,32.4,1018.6,674
2020-06-01,15.9,6.7,23.4,0,,94,11.5,38.2,1018.3,872
2020-06-02,16.5,6.3,24.3,0,,72,6.8,40.3,1014.4,882
2020-06-03,17.3,7.4,25.1,0,,206,8.3,39.6,1004.3,636
2020-06-04,15.6,12.2,20.2,1.2,,231,15.1,38.5,996.3,15
2020-06-05,13.1,11,16.1,1.9,,257,19.4,58,999.2,87
2020-06-06,14.7,12.2,18.7,6.6,,273,14.8,50.8,1003.7,86
2020-06-07,11,6.9,13.4,15.3,,234,9.4,26.3,1008.9,38
2020-06-08,11.9,4.3,17.3,5.5,,106,8.6,31,1012.1,318
2020-06-09,12.2,10.4,14.2,2.4,,41,11.2,28.4,1012,0
2020-06-10,12.7,11.4,13.9,1.7,,2,9.4,20.2,1010.3,0
2020-06-11,14.1,9,19.5,0,,347,6.5,18.4,1007.9,272
2020-06-12,18.1,7,25.8,0,,98,10.8,36.7,1005.3,897
2020-06-13,19.3,9.2,26,22.9,,327,10.1,38.5,1007.2,815
2020-06-14,14,13.2,15.2,9.5,,266,19.8,42.5,1012.9,0
2020-06-15,13.9,13.2,15.1,29.3,,272,16.9,34.9,1015.8,0
2020-06-16,14.9,11.8,19.1,0.4,,308,8.3,22.3,1014.4,113
2020-06-17,15.2,11.8,21.5,12.2,,343,10.1,50,1010,51
2020-06-18,16.1,10.3,21.6,1,,290,9.7,29.5,1012,654
2020-06-19,14,12.9,15.4,0.3,,255,14.4,31.7,1016.6,0
2020-06-20,15.1,10.5,19.6,1.6,,265,9.7,31,1019.4,161
2020-06-21,16.4,8.9,22.4,0,,305,7.9,26.3,1019.5,641
2020-06-22,17.8,11,23.7,0,,356,9,29.2,1021.6,397
2020-06-23,18,10.1,24.3,0,,37,6.8,25.6,1022,780
2020-06-24,18.6,11.8,23.6,0,,58,11.5,28.8,1019.8,892
2020-06-25,17.2,11.8,23.6,0,,82,8.6,25.6,1017.3,420
2020-06-26,19.2,9.4,26.6,0.2,,252,8.6,58.3,1012.9,683
2020-06-27,21.2,15.5,28.1,0.6,,221,11.5,53.3,1012.4,743
2020-06-28,20.1,14.5,25.7,10.1,,241,11.9,37.1,1014.1,333
2020-06-29,16.5,13.3,22,1.3,,281,10.4,31,1013.4,233
2020-06-30,18.2,10.5,24.7,0,,255,10.4,36.4,1011.9,630
2020-07-01,20.7,10.3,29.6,0.9,,181,9.4,43.2,1009.1,744
2020-07-02,18.9,13.7,24.2,7.1,,280,10.4,41.4,1011.6,258
2020-07-03,17,10,22.5,0,,300,7.9,27,1017.1,341
2020-07-04,17.9,8.6,24.6,0,,232,9.4,30.6,1018.1,802
2020-07-05,21.4,13,27.5,0,,243,15.5,43.2,1015.1,496
2020-07-06,17.2,7.1,21.6,0.1,,281,17.3,49,1015.1,529
2020-07-07,14,5.7,21.1,0,,27,5.8,24.5,1019.2,855
2020-07-08,17.3,6.7,25.4,0,,225,10.1,40.7,1015.9,586
2020-07-09,20.5,10.6,28.2,0,,222,9.7,37.8,1014.4,657
2020-07-10,22.1,13.1,30.7,5.4,,231,16.9,52.2,1011.5,746
2020-07-11,16.1,9.4,20.6,0.2,,31,7.9,30.2,1019.9,216
2020-07-12,15.1,7.1,22,0,,73,7.9,27.4,1023.6,629
2020-07-13,16.3,7.5,23.1,0,,75,9.7,39.2,1019.9,837
2020-07-14,17.1,6.9,24.4,0,,104,5.8,26.3,1013.9,763
2020-07-15,16.4,13.5,19.4,1.3,,308,9.4,30.2,1012.9,37
2020-07-16,14.2,13.1,16.1,11.6,,272,9.7,29.2,1016.6,0
2020-07-17,16,10,21.5,0,,14,8.6,31,1017.9,440
2020-07-18,15.7,7,22.5,0,,63,6.1,24.8,1018.1,315
2020-07-19,18.7,9.4,26.7,0,,112,5,18.4,1015.1,736
2020-07-20,20.8,12.6,28.5,0,,214,7.2,27.7,1014.8,803
2020-07-21,19.2,11,27.4,5.1,,359,6.5,54,1017.8,609
2020-07-22,18.8,11.5,26.5,0,,43,4.7,19.4,1018,649
2020-07-23,19.1,11.6,26.3,0,,216,6.5,42.5,1013.6,669
2020-07-24,18.6,11.8,25.1,0.3,,228,9,36.4,1011.4,224
2020-07-25,20.6,15,26.1,1,,243,7.9,31.3,1012.2,491
2020-07-26,18.3,12.9,24.8,7.8,,201,10.8,41,1013.1,269
2020-07-27,20.6,10.3,29.2,0,,167,7.6,26.3,1014.5,812
2020-07-28,22.5,15.8,31.2,1.5,,231,12.6,41.8,1011.5,600
2020-07-29,19.6,11.5,26.6,0,,333,6.1,23.4,1017.3,834
2020-07-30,20.3,10.5,29.8,0,,22,5,18.4,1017.3,838
2020-07-31,22.5,11.3,32.1,0,,54,5,19.1,1015,834
2020-08-01,23.8,13.8,33.4,0,,250,7.6,31.7,1012.3,557
2020-08-02,19.2,16.7,23.9,36.5,,218,9.4,35.3,1012.5,69
2020-08-03,16,13.6,18.4,30.6,,311,8.6,34.2,1009.7,0
2020-08-04,14,9.4,16.6,1.7,,319,10.8,29.2,1014.3,1
2020-08-05,15.4,6.9,21.7,0,,108,9.4,30.2,1018.2,692
2020-08-06,18.2,9.4,25.6,0,,71,9,30.2,1018.7,777
2020-08-07,20.5,12.2,28.3,0,,81,7.6,28.1,1018.7,820
2020-08-08,20.7,11.2,29.8,0,,72,5.8,23.8,1018.5,749
2020-08-09,21.3,12.2,29.9,0,,111,6.1,27,1016.2,750
2020-08-10,22,11.1,30.1,0,,106,6.8,29.2,1013.1,802
2020-08-11,22.8,14.7,30,0,,92,6.5,27.4,1014.4,723
2020-08-12,22.9,15.8,29.3,0,,81,7.6,28.1,1014.1,630
2020-08-13,19.9,14.8,26.6,0.2,,212,11.2,54.4,1013.8,303
2020-08-14,19.6,15.7,24.5,0.2,,236,9.7,27.7,1013.5,184
2020-08-15,20.4,15.5,26.9,0,,294,7.6,27,1013,391
2020-08-16,20.6,12.3,27.3,0,,72,7.6,28.4,1010.2,701
2020-08-17,18.7,15.4,23.1,3.5,,251,8.6,37.1,1010.6,160
2020-08-18,18.1,13.7,23.7,18.6,,243,7.6,76.3,1011.3,261
2020-08-19,18.8,10.9,25.9,0,,157,6.5,32,1010.6,728
2020-08-20,21.7,13.1,30.1,0,,157,6.1,18,1010.1,498
2020-08-21,23.9,14.4,33.6,0,,166,6.1,21.2,1011.1,777
2020-08-22,18.7,13.8,21.4,7.6,,240,6.8,24.1,1016.8,63
2020-08-23,17.5,12.7,23.6,1.6,,238,10.1,44.6,1017.2,326
2020-08-24,15.5,9.7,21.6,0,,106,6.1,27.4,1016.6,236
2020-08-25,16.9,8.3,24,0,,172,6.8,25.2,1013.2,507
2020-08-26,20.9,12.7,26.6,0,,256,24.5,73.8,1011.8,733
2020-08-27,16.1,8.1,22.6,0,,252,6.1,18,1015.3,616
2020-08-28,17.1,11.2,24.9,11.5,,196,10.1,31.7,1005.6,98
2020-08-29,14.3,12.9,17.1,10.8,,195,8.3,23.8,1006.5,13
2020-08-30,13.2,10.7,15,22.3,,345,14.8,42.5,1007.6,0
2020-08-31,13.3,8.7,17.7,0.2,,266,6.1,17.6,1015.9,98
2020-09-01,13,11.4,16.6,3.9,,12,6.1,23.8,1015.3,36
2020-09-02,12.7,7.9,18.5,0,,0,5.4,17.6,1017.3,363
2020-09-03,14.6,5.6,21.8,0,,180,6.1,34.2,1021.4,552
2020-09-04,18.6,12.9,26.9,0,,191,6.5,15.8,1022.1,623
2020-09-05,19.2,13.5,26.2,0.2,,226,12.2,42.8,1016.1,387
2020-09-06,14.9,11.5,18,0.1,,21,7.2,18,1017.6,106
2020-09-07,13.7,7.6,19.6,0,,55,6.5,26.3,1022,282
2020-09-08,12.5,5.7,21.4,0,,112,4,13.7,1026.6,361
2020-09-09,14.7,5.1,24,0,,138,5,22.3,1022.1,637
2020-09-10,15.5,7.5,22.7,0,,66,7.2,21.2,1018.7,553
2020-09-11,15.5,8.7,23.4,0,,48,5,19.1,1016.2,480
2020-09-12,16.4,9,25,0,,108,4.7,15.1,1019.2,674
2020-09-13,17.4,9.8,26.3,0,,144,5.4,18.7,1024.8,667
2020-09-14,16.9,7.4,26.5,0,,109,5.8,20.9,1024.2,681
2020-09-15,18.3,8.4,28.9,0,,134,4,13.3,1019.9,691
2020-09-16,17.7,10.4,26.1,0,,198,5.4,15.5,1017.8,376
2020-09-17,16.4,11.7,21.2,1.3,,79,10.8,35.6,1020.7,367
2020-09-18,14.3,8.1,19.9,0,,86,11.5,32,1022.2,563
2020-09-19,12.6,2.7,21.7,0,,44,5,14.4,1017.9,659
2020-09-20,13.5,5.5,21.8,0,,19,5.4,20.2,1014.4,640
2020-09-21,14.6,6,23.4,0,,77,4.3,14.4,1014.5,653
2020-09-22,17.3,9.7,24.5,23.9,,161,4.7,12.2,1010.4,464
2020-09-23,16,11.5,20.9,0.7,,247,10.1,41,1007.6,118
2020-09-24,15.7,10.5,21,15.5,,177,10.1,51.8,1005.8,310
2020-09-25,9.4,5.8,13.4,5.1,,239,14.8,50,1001.1,0
2020-09-26,7.1,6.5,7.7,3.6,,263,24.5,48.2,1000.3,0
2020-09-27,8.9,2.5,15.2,0,,239,13,39.6,1004.2,595
2020-09-28,6.9,0,12.5,0,,88,4.3,11.5,1011.3,106
2020-09-29,9.6,4.4,12,0.9,,215,9,32.8,1017.3,0
2020-09-30,11.5,5.3,16.6,0,,85,4.7,18,1015.1,269
2020-10-01,11,4,18.9,0,,184,5,25.6,1006,254
2020-10-02,14.1,8.3,18,0,0,116,14.4,37.1,993.2,76
2020-10-03,12,2.7,19.7,3.3,0,171,17.3,59,991.5,209
2020-10-04,9.6,1.2,16.2,0.2,0,189,9.7,41.8,1000,176
2020-10-05,11.2,7.8,14.5,1.3,0,249,17.3,51.1,1006.2,232
2020-10-06,11.4,9.2,13.6,10.1,0,230,19.1,55.8,1008.3,66
2020-10-07,10.1,7.3,12.6,4.9,0,250,17.3,54.4,1014.7,72
2020-10-08,12,8.6,17.2,0,0,234,15.1,38.5,1021.2,394
2020-10-09,13,8.1,18.6,3.1,0,216,9.4,22.7,1019.6,358
2020-10-10,9.1,4.9,11.5,4.1,0,244,8.6,32,1020.5,0
2020-10-11,5.4,0.8,10.2,0,0,182,4,23,1020,112
2020-10-12,5.4,-0.2,8.9,0,0,263,7.6,26.6,1019.3,74
2020-10-13,6.1,1.5,10.9,0,0,3,4.7,16.6,1013.1,108
2020-10-14,5.3,1.9,8.2,0.1,0,299,8.6,28.4,1012.1,2
2020-10-15,7,4.1,8.7,5.7,0,358,5.4,27,1012.8,0
2020-10-16,8,5.7,10,3.2,0,12,11.2,29.5,1015.5,0
2020-10-17,6.6,5.2,8.7,0,0,337,5.4,11.9,1018.3,0
2020-10-18,6.4,2.6,10.7,0,0,304,6.1,19.8,1022.2,125
2020-10-19,6.6,2.3,10.9,0,0,99,7.6,23.4,1022.5,170
2020-10-20,6.3,-1.3,14.7,0,0,156,5,18,1017.1,317
2020-10-21,10.5,2.2,19.2,0,0,118,6.1,27.7,1012.2,202
2020-10-22,12.5,8.1,18.8,1,0,162,7.6,15.1,1016.6,272
2020-10-23,13.4,11.4,16.5,4,0,191,8.6,36.7,1014.4,11
2020-10-24,11.3,5.5,15,1.4,0,241,11.5,31.3,1016.7,142
2020-10-25,8.7,1.8,16,0,0,159,6.1,18,1009.9,553
2020-10-26,6.8,4.5,8.8,18.8,0,245,10.8,30.2,1006.3,0
2020-10-27,5.9,1.2,10.9,0.1,0,196,10.1,31.7,1012.2,184
2020-10-28,8.3,1.9,13.5,1.5,0,190,14,42.1,1014.6,123
2020-10-29,10,8.2,11.2,4.8,0,235,16.6,42.1,1019,6
2020-10-30,11,6.3,14.2,0,0,240,15.5,41,1023.4,5
2020-10-31,10.1,3.3,15.9,0,0,134,6.5,20.5,1022.9,476
2020-11-01,10.6,2.8,14.7,4,0,192,11.9,40,1019,0
